FID,OBJECTID,SHAPE,HTXT,HTXTK,HLINIEN,DIVA_ID,LTYP,WEBLINK1,SE_ANNO_CAD_DATA
OEFFHALTESTOGD.14634759,14634759,POINT (16.481040212196596 48.24272486998041),Badeteich Hirschstetten,Badeteich Hirschstetten,85A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Badeteich%20Hirschstetten&start=1,
OEFFHALTESTOGD.14634760,14634760,POINT (16.479872412394755 48.23902146935823),Kolletschkagasse,Kolletschkagasse,"95A,95B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Kolletschkagasse&start=1,
OEFFHALTESTOGD.14634761,14634761,POINT (16.3193165126091 48.22463036942313),Hernalser Friedhof,Hernalser Friedhof,42A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Hernalser%20Friedhof&start=1,
OEFFHALTESTOGD.14634762,14634762,POINT (16.341370112156564 48.172051869228454),Kastanienallee,Kastanienallee,63A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Kastanienallee&start=1,
OEFFHALTESTOGD.14634763,14634763,POINT (16.463792512559724 48.15111566966985),Wopenkastraße,Wopenkastraße,73B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Wopenkastraße&start=1,
OEFFHALTESTOGD.14634764,14634764,POINT (16.437696513013574 48.141009969355025),Zentralfriedhof 9.Tor,Zentralfriedhof 9.Tor,71B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Zentralfriedhof%209.Tor&start=1,
OEFFHALTESTOGD.14634765,14634765,POINT (16.437480912413257 48.14091406956346),Zentralfriedhof 9.Tor,Zentralfriedhof 9.Tor,71B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Zentralfriedhof%209.Tor&start=1,
OEFFHALTESTOGD.14634766,14634766,POINT (16.357207411904998 48.1341398693305),Greta-Keller-Gasse,Greta-Keller-Gasse,67B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Greta-Keller-Gasse&start=1,
OEFFHALTESTOGD.14634767,14634767,POINT (16.449248813215817 48.259413469728),Panethgasse,Panethgasse,27A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Panethgasse&start=1,
OEFFHALTESTOGD.14634768,14634768,POINT (16.49667091341795 48.282523269315405),Weingartenallee,Weingartenallee,"25A,25B,85A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Weingartenallee&start=1,
OEFFHALTESTOGD.14634769,14634769,POINT (16.499285012886237 48.285153570021855),"Süßenbrunn, Sportpark","Süßenbrunn, Sportpark","25A,25B,85A",,2,"https://anachb.vor.at?P=SQ&input=Wien%20Süßenbrunn,%20Sportpark&start=1",
OEFFHALTESTOGD.14634770,14634770,POINT (16.47230861229098 48.23425876935377),Fritz-Feigl-Weg,Fritz-Feigl-Weg,"22A,95B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Fritz-Feigl-Weg&start=1,
OEFFHALTESTOGD.14634771,14634771,POINT (16.434624213114297 48.20326056991783),Praterbrücke,Praterbrücke,"77A,79A,79B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Praterbrücke&start=1,
OEFFHALTESTOGD.14634772,14634772,POINT (16.391541012293626 48.21831016971012),Praterstern (Westseite),Praterstern (Westseite),5B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.14634773,14634773,POINT (16.391720712307883 48.21819036992455),Praterstern (Westseite),Praterstern (Westseite),"2,5",,1,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.14634774,14634774,POINT (16.393193913049238 48.22034516964002),Praterstern (Anitta-Müller-Cohen-Platz),Praterstern (Anitta-Müller-Cohen-Platz),82A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.14634775,14634775,POINT (16.391469212994256 48.21817246976655),Praterstern (Westseite),Praterstern (Westseite),O,,1,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.14634776,14634776,POINT (16.391415312897163 48.2182981694341),Praterstern (Westseite),Praterstern (Westseite),80A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.14634777,14634777,POINT (16.393189384378992 48.21838194943478),Praterstern (Ostseite),Praterstern (Ostseite),175,,3,https://anachb.vor.at?P=SQ&input=Wien%20Praterstern&start=1,
OEFFHALTESTOGD.14635401,14635401,POINT (16.380806212121854 48.228023569767856),Nordwestbahnstraße,Nordwestbahnstraße,5,,1,https://anachb.vor.at?P=SQ&input=Wien%20Nordwestbahnstraße&start=1,
OEFFHALTESTOGD.14635402,14635402,POINT (16.380734313074075 48.228167169446074),Nordwestbahnstraße,Nordwestbahnstraße,"5,O",,1,https://anachb.vor.at?P=SQ&input=Wien%20Nordwestbahnstraße&start=1,
OEFFHALTESTOGD.14635403,14635403,POINT (16.37669634501342 48.296814455610026),Ernst-Vasovec-Gasse,Ernst-Vasovec-Gasse,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Ernst-Vasovec-Gasse&start=1,
OEFFHALTESTOGD.14635404,14635404,POINT (16.376435846119236 48.296736755254294),Ernst-Vasovec-Gasse,Ernst-Vasovec-Gasse,850,,3,https://anachb.vor.at?P=SQ&input=Wien%20Ernst-Vasovec-Gasse&start=1,
OEFFHALTESTOGD.14635405,14635405,POINT (16.313868111571004 48.12663927749947),Nowakgasse,Nowakgasse,"207,266,268,61B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Nowakgasse&start=1,
OEFFHALTESTOGD.14635406,14635406,POINT (16.313827812215482 48.12663926968464),Nowakgasse,Nowakgasse,"207,266,268,61B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Nowakgasse&start=1,
OEFFHALTESTOGD.14635407,14635407,POINT (16.314478911684375 48.126597277466026),Nowakgasse,Nowakgasse,"207,266,268,61B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Nowakgasse&start=1,
OEFFHALTESTOGD.14635408,14635408,POINT (16.314438612361553 48.126597269865364),Nowakgasse,Nowakgasse,"207,266,268,61B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Nowakgasse&start=1,
OEFFHALTESTOGD.14635409,14635409,POINT (16.367210116137123 48.25982615864323),Nußdorf,Nußdorf,"38B,400,N36",,3,https://anachb.vor.at?P=SQ&input=Wien%20Nußdorf&start=1,
OEFFHALTESTOGD.14635410,14635410,POINT (16.36683741228939 48.26013116934454),Nußdorf,Nußdorf,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Nußdorf&start=1,
OEFFHALTESTOGD.14635411,14635411,POINT (16.367452717209098 48.260537758526574),Nußdorf,Nußdorf,400,,3,https://anachb.vor.at?P=SQ&input=Wien%20Nußdorf&start=1,
OEFFHALTESTOGD.14635412,14635412,POINT (16.367358413124215 48.25985006989201),Nußdorf,Nußdorf,D,,1,https://anachb.vor.at?P=SQ&input=Wien%20Nußdorf&start=1,
OEFFHALTESTOGD.14635413,14635413,POINT (16.398646713021666 48.14346766998628),Oberlaa (Busbahnhof),Oberlaa (Busbahnhof),17A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635414,14635414,POINT (16.3985748121888 48.143371769207796),Oberlaa (Busbahnhof),Oberlaa (Busbahnhof),70A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635415,14635415,POINT (16.398722925445764 48.143173847250395),Oberlaa (Busbahnhof),Oberlaa (Busbahnhof),226,,3,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635416,14635416,POINT (16.398390624430093 48.14320384777825),Oberlaa (Busbahnhof),Oberlaa (Busbahnhof),266,,3,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635417,14635417,POINT (16.399288925145203 48.142832247346405),Oberlaa (Laaer-Berg-Straße),Oberlaa (Laaer-Berg-Straße),"17A,226,227,266,70A,SV700,SV720",,3,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635418,14635418,POINT (16.399248613139246 48.14283226948916),Oberlaa (Laaer-Berg-Straße),Oberlaa (Laaer-Berg-Straße),"17A,226,227,266,70A,SV700,SV720",,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635419,14635419,POINT (16.399836824228295 48.14177724753889),Oberlaa (Laaer-Berg-Straße),Oberlaa (Laaer-Berg-Straße),"17A,226,227,266,70A,SV700,SV720",,3,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635420,14635420,POINT (16.3997965130488 48.14177726987345),Oberlaa (Laaer-Berg-Straße),Oberlaa (Laaer-Berg-Straße),"17A,226,227,266,70A,SV700,SV720",,2,https://anachb.vor.at?P=SQ&input=Wien%20Oberlaa&start=1,
OEFFHALTESTOGD.14635421,14635421,POINT (16.466963612890073 48.1933088693794),Steinspornbrücke,Steinspornbrücke,92B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Steinspornbrücke&start=1,
OEFFHALTESTOGD.14635422,14635422,POINT (16.307135312106887 48.217795370015004),Sandleitengasse,Sandleitengasse,46B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sandleitengasse&start=1,
OEFFHALTESTOGD.14635423,14635423,POINT (16.30768331205344 48.21754396965728),Sandleitengasse,Sandleitengasse,10,,1,https://anachb.vor.at?P=SQ&input=Wien%20Sandleitengasse&start=1,
OEFFHALTESTOGD.14635424,14635424,POINT (16.30715331190024 48.21790306998235),Sandleitengasse,Sandleitengasse,46A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Sandleitengasse&start=1,
OEFFHALTESTOGD.14635425,14635425,POINT (16.30806061211445 48.21780736995577),Sandleitengasse,Sandleitengasse,2,,1,https://anachb.vor.at?P=SQ&input=Wien%20Sandleitengasse&start=1,
OEFFHALTESTOGD.14635426,14635426,POINT (16.30753061238657 48.21813656959845),Sandleitengasse,Sandleitengasse,"10,2",,1,https://anachb.vor.at?P=SQ&input=Wien%20Sandleitengasse&start=1,
OEFFHALTESTOGD.14635427,14635427,POINT (16.46422371289736 48.2614348699908),Obachgasse,Obachgasse,27A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obachgasse&start=1,
OEFFHALTESTOGD.14635428,14635428,POINT (16.463945212345667 48.26137506974559),Obachgasse,Obachgasse,27A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obachgasse&start=1,
OEFFHALTESTOGD.14635429,14635429,POINT (16.465068112587733 48.26264287016934),Obachgasse (Percostraße),Obachgasse (Percostraße),25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obachgasse&start=1,
OEFFHALTESTOGD.14635430,14635430,POINT (16.46477171242996 48.26257116980445),Obachgasse (Percostraße),Obachgasse (Percostraße),25A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obachgasse&start=1,
OEFFHALTESTOGD.14635431,14635431,POINT (16.464861512136597 48.261608269414076),Obachgasse (Rautenweg),Obachgasse (Rautenweg),28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obachgasse&start=1,
OEFFHALTESTOGD.14635432,14635432,POINT (16.464044012279835 48.26206276946832),Obachgasse (Rautenweg),Obachgasse (Rautenweg),28A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Obachgasse&start=1,
OEFFHALTESTOGD.14635433,14635433,POINT (16.32689831219343 48.18115706926469),Haschkagasse,Haschkagasse,"7A,9A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Haschkagasse&start=1,
OEFFHALTESTOGD.14635434,14635434,POINT (16.327077912554884 48.180354469890304),Haschkagasse,Haschkagasse,"7A,9A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Haschkagasse&start=1,
OEFFHALTESTOGD.14635435,14635435,POINT (16.371077411997025 48.214473370064084),Rudolfsplatz,Rudolfsplatz,"2A,3A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rudolfsplatz&start=1,
OEFFHALTESTOGD.14635436,14635436,POINT (16.385639112405098 48.22051866942663),Rueppgasse,Rueppgasse,"2,5B",,1,https://anachb.vor.at?P=SQ&input=Wien%20Rueppgasse&start=1,
OEFFHALTESTOGD.14635437,14635437,POINT (16.385639112405098 48.22051866942663),Rueppgasse,Rueppgasse,"2,5B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rueppgasse&start=1,
OEFFHALTESTOGD.14635438,14635438,POINT (16.386483512002403 48.22056657013517),Rueppgasse,Rueppgasse,"2,5B",,1,https://anachb.vor.at?P=SQ&input=Wien%20Rueppgasse&start=1,
OEFFHALTESTOGD.14635439,14635439,POINT (16.386483512002403 48.22056657013517),Rueppgasse,Rueppgasse,"2,5B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Rueppgasse&start=1,
OEFFHALTESTOGD.14635440,14635440,POINT (16.39490511009549 48.12419874916728),Rustenfeld Siedlung,Rustenfeld Siedlung,"226,227,266",,3,https://anachb.vor.at?P=SQ&input=Wien%20Rustenfeld%20Siedlung&start=1,
OEFFHALTESTOGD.14635441,14635441,POINT (16.394815309608816 48.12411474947632),Rustenfeld Siedlung,Rustenfeld Siedlung,"226,227,266",,3,https://anachb.vor.at?P=SQ&input=Wien%20Rustenfeld%20Siedlung&start=1,
OEFFHALTESTOGD.14635442,14635442,POINT (16.327859512369695 48.19139856980846),Rustengasse,Rustengasse,"18,49,5,52,60,9,N54",,1,https://anachb.vor.at?P=SQ&input=Wien%20Rustengasse&start=1,
OEFFHALTESTOGD.14635443,14635443,POINT (16.327122811957825 48.19128476964999),Rustengasse,Rustengasse,"18,49,5,52,60,9,N54",,1,https://anachb.vor.at?P=SQ&input=Wien%20Rustengasse&start=1,
OEFFHALTESTOGD.14635444,14635444,POINT (16.41764611283743 48.27240767009478),Ruthnergasse,Ruthnergasse,"30A,31A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Ruthnergasse&start=1,
OEFFHALTESTOGD.14635445,14635445,POINT (16.417996412472977 48.27243156957522),Ruthnergasse,Ruthnergasse,31A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ruthnergasse&start=1,
OEFFHALTESTOGD.14635446,14635446,POINT (16.284488812615336 48.152583969786654),Ruzickagasse,Ruzickagasse,"56A,58B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Ruzickagasse&start=1,
OEFFHALTESTOGD.14635447,14635447,POINT (16.28430911233656 48.152482069369256),Ruzickagasse,Ruzickagasse,56A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Ruzickagasse&start=1,
OEFFHALTESTOGD.14636111,14636111,POINT (16.355518612930116 48.24091206970547),Pokornygasse,Pokornygasse,37,,1,https://anachb.vor.at?P=SQ&input=Wien%20Pokornygasse&start=1,
OEFFHALTESTOGD.14636112,14636112,POINT (16.355482612586197 48.241414669766826),Pokornygasse,Pokornygasse,37,,1,https://anachb.vor.at?P=SQ&input=Wien%20Pokornygasse&start=1,
OEFFHALTESTOGD.14636113,14636113,POINT (16.450075212327192 48.23111736956596),Polgarstraße,Polgarstraße,25,,1,https://anachb.vor.at?P=SQ&input=Wien%20Polgarstraße&start=1,
OEFFHALTESTOGD.14636114,14636114,POINT (16.450147112290324 48.23097966927511),Polgarstraße,Polgarstraße,25,,1,https://anachb.vor.at?P=SQ&input=Wien%20Polgarstraße&start=1,
OEFFHALTESTOGD.14636115,14636115,POINT (16.24236221569955 48.131448002939),Steinbruchbrücke,Steinbruchbrücke,255,,3,https://anachb.vor.at?P=SQ&input=Wien%20Steinbruchbrücke&start=1,
OEFFHALTESTOGD.14636116,14636116,POINT (16.2415088152327 48.13098030259254),Steinbruchbrücke,Steinbruchbrücke,"208,255",,3,https://anachb.vor.at?P=SQ&input=Wien%20Steinbruchbrücke&start=1,
OEFFHALTESTOGD.14636117,14636117,POINT (16.369424512005544 48.21353357002448),Tiefer Graben,Tiefer Graben,2A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Tiefer%20Graben&start=1,
OEFFHALTESTOGD.14636118,14636118,POINT (16.444029612243554 48.2443041692913),Portnergasse,Portnergasse,94A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Portnergasse&start=1,
OEFFHALTESTOGD.14636119,14636119,POINT (16.44403861314187 48.24435806947076),Portnergasse,Portnergasse,94A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Portnergasse&start=1,
OEFFHALTESTOGD.14636120,14636120,POINT (16.312156911870773 48.19967406929861),Hütteldorfer Straße (Breitenseer Straße),Hütteldorfer Straße (Breitenseer Straße),"10,49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Straße&start=1,
OEFFHALTESTOGD.14636121,14636121,POINT (16.311510113024717 48.199069369630635),Hütteldorfer Straße,Hütteldorfer Straße,"49,N49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Straße&start=1,
OEFFHALTESTOGD.14636122,14636122,POINT (16.312076112117634 48.19962616974641),Hütteldorfer Straße (Breitenseer Straße),Hütteldorfer Straße (Breitenseer Straße),"10,49,N49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Straße&start=1,
OEFFHALTESTOGD.14636123,14636123,POINT (16.31190541251765 48.198991469677914),Hütteldorfer Straße,Hütteldorfer Straße,"49,N49",,1,https://anachb.vor.at?P=SQ&input=Wien%20Hütteldorfer%20Straße&start=1,
OEFFHALTESTOGD.14636124,14636124,POINT (16.31804981311693 48.20925336991771),Possingergasse,Possingergasse,10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Possingergasse&start=1,
OEFFHALTESTOGD.14636125,14636125,POINT (16.318732611925356 48.208954069443564),Possingergasse (Koppstraße),Possingergasse (Koppstraße),48A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Possingergasse&start=1,
OEFFHALTESTOGD.14636126,14636126,POINT (16.318750511875407 48.21064816951264),Possingergasse (Schuhmeierplatz),Possingergasse (Schuhmeierplatz),10A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Possingergasse&start=1,
OEFFHALTESTOGD.14636127,14636127,POINT (16.472200813390735 48.234198970011725),Fritz-Feigl-Weg,Fritz-Feigl-Weg,22A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Fritz-Feigl-Weg&start=1,
OEFFHALTESTOGD.14636128,14636128,POINT (16.261168512344607 48.18233706957353),Seifertstraße,Seifertstraße,54B,,2,https://anachb.vor.at?P=SQ&input=Wien%20Seifertstraße&start=1,
OEFFHALTESTOGD.14636129,14636129,POINT (16.518140612797424 48.23103356955651),Strigelgasse,Strigelgasse,"89A,99A,99B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Strigelgasse&start=1,
OEFFHALTESTOGD.14636130,14636130,POINT (16.518257412233172 48.231099369427895),Strigelgasse,Strigelgasse,"89A,99A,99B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Strigelgasse&start=1,
OEFFHALTESTOGD.14636131,14636131,POINT (16.376359513063072 48.15092986983963),Selma-Lagerlöf-Gasse,Selma-Lagerlöf-Gasse,17A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Selma-Lagerlöf-Gasse&start=1,
OEFFHALTESTOGD.14636132,14636132,POINT (16.37580251293441 48.151199569530604),Selma-Lagerlöf-Gasse,Selma-Lagerlöf-Gasse,17A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Selma-Lagerlöf-Gasse&start=1,
OEFFHALTESTOGD.14636133,14636133,POINT (16.40113955731926 48.31123904679093),Senderstraße,Senderstraße,501,,3,https://anachb.vor.at?P=SQ&input=Wien%20Senderstraße&start=1,
OEFFHALTESTOGD.14636134,14636134,POINT (16.400977857260212 48.310994147370856),Senderstraße,Senderstraße,501,,3,https://anachb.vor.at?P=SQ&input=Wien%20Senderstraße&start=1,
OEFFHALTESTOGD.14636135,14636135,POINT (16.355123312698908 48.22090776936385),Sensengasse,Sensengasse,"37,38,40,41,42,N41",,1,https://anachb.vor.at?P=SQ&input=Wien%20Sensengasse&start=1,
OEFFHALTESTOGD.14636136,14636136,POINT (16.262300412354143 48.19327896956758),Seuttergasse,Seuttergasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Seuttergasse&start=1,
OEFFHALTESTOGD.14636137,14636137,POINT (16.262246511874885 48.19314716951565),Seuttergasse,Seuttergasse,53A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Seuttergasse&start=1,
OEFFHALTESTOGD.14636138,14636138,POINT (16.287579012374966 48.13653187001592),Pellmannbrücke,Pellmannbrücke,"61A,64A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Pellmannbrücke&start=1,
OEFFHALTESTOGD.14636139,14636139,POINT (16.28812701288358 48.13623216985403),Pellmannbrücke,Pellmannbrücke,"61A,64A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Pellmannbrücke&start=1,
OEFFHALTESTOGD.14636140,14636140,POINT (16.405680512317264 48.27119386978205),Shuttleworthstraße,Shuttleworthstraße,"30,31,N31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Shuttleworthstraße&start=1,
OEFFHALTESTOGD.14636141,14636141,POINT (16.406003912004863 48.2718456696124),Shuttleworthstraße,Shuttleworthstraße,"30,31,N31",,1,https://anachb.vor.at?P=SQ&input=Wien%20Shuttleworthstraße&start=1,
OEFFHALTESTOGD.14636142,14636142,POINT (16.366473437437065 48.158816358972),Sibeliusstraße,Sibeliusstraße,"120,200,210,66A,N66",,3,https://anachb.vor.at?P=SQ&input=Wien%20Sibeliusstraße&start=1,
OEFFHALTESTOGD.14636143,14636143,POINT (16.366751936414598 48.15878045852625),Sibeliusstraße,Sibeliusstraße,"120,200,210,66A,N66",,3,https://anachb.vor.at?P=SQ&input=Wien%20Sibeliusstraße&start=1,
OEFFHALTESTOGD.14636144,14636144,POINT (16.367070912705124 48.25823527011448),Sickenberggasse,Sickenberggasse,"D,N36",,1,https://anachb.vor.at?P=SQ&input=Wien%20Sickenberggasse&start=1,
OEFFHALTESTOGD.14636145,14636145,POINT (16.36699011215706 48.257804669622715),Sickenberggasse,Sickenberggasse,"D,N36",,1,https://anachb.vor.at?P=SQ&input=Wien%20Sickenberggasse&start=1,
OEFFHALTESTOGD.14636146,14636146,POINT (16.353946512329916 48.18193576947886),Siebenbrunnenfeldgasse,Siebenbrunnenfeldgasse,12A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Siebenbrunnenfeldgasse&start=1,
OEFFHALTESTOGD.14636147,14636147,POINT (16.357988912888445 48.187248370104406),Siebenbrunnengasse (Ramperstorfferg.),Siebenbrunnengasse (Ramperstorfferg.),"12A,14A",,2,https://anachb.vor.at?P=SQ&input=Wien%20Siebenbrunnengasse&start=1,
OEFFHALTESTOGD.14636148,14636148,POINT (16.446580812894023 48.233265469384705),Siebenbürgerstraße,Siebenbürgerstraße,94A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Siebenbürgerstraße&start=1,
OEFFHALTESTOGD.14636149,14636149,POINT (16.446724512352546 48.233062070049975),Siebenbürgerstraße,Siebenbürgerstraße,94A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Siebenbürgerstraße&start=1,
OEFFHALTESTOGD.14636110,14636110,POINT (16.28094041189935 48.227933769552365),Veletaweg,Veletaweg,44A,,2,https://anachb.vor.at?P=SQ&input=Wien%20Veletaweg&start=1,
OEFFHALTESTOGD.14636150,14636150,POINT (16.31018501324889 48.129199578802925),Siebenhirten,Siebenhirten,"260,266,269,270",,3,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.14636151,14636151,POINT (16.309664013887396 48.128905778724445),Siebenhirten,Siebenhirten,"266,268",,3,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.14636152,14636152,POINT (16.309744813720375 48.12934347909628),Siebenhirten,Siebenhirten,"207,61B,N64",,3,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.14636153,14636153,POINT (16.30971791413501 48.12919357905035),Siebenhirten,Siebenhirten,"207,61B",,3,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.14636154,14636154,POINT (16.309677612782306 48.12919356977997),Siebenhirten,Siebenhirten,"207,61B",,2,https://anachb.vor.at?P=SQ&input=Wien%20Siebenhirten&start=1,
OEFFHALTESTOGD.14634156,14634156,POINT (16.284425911843915 48.12291546964502),Perchtoldsdorf Bahnhof,Perchtoldsdorf Bahnhof,"2,257,260",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Bahnhof&start=1,
OEFFHALTESTOGD.14634157,14634157,POINT (16.27298570200642 48.11361399183413),Perchtoldsdorf Vierbatzstraße,Perchtoldsdorf Vierbatzstraße,"206,259",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Vierbatzstraße&start=1,
OEFFHALTESTOGD.14634158,14634158,POINT (16.2726893021635 48.11418379143508),Perchtoldsdorf Vierbatzstraße,Perchtoldsdorf Vierbatzstraße,"206,259",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Vierbatzstraße&start=1,
OEFFHALTESTOGD.14634159,14634159,POINT (16.262655102840284 48.11500549509357),Perchtoldsdorf Hochbergstraße,Perchtoldsdorf Hochbergstraße,"256,258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Hochbergstraße&start=1,
OEFFHALTESTOGD.14634160,14634160,POINT (16.262798802008408 48.11493949552288),Perchtoldsdorf Hochbergstraße,Perchtoldsdorf Hochbergstraße,"256,258",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Hochbergstraße&start=1,
OEFFHALTESTOGD.14634161,14634161,POINT (16.254660102839605 48.116000998585946),Perchtoldsdorf Höhenstraße,Perchtoldsdorf Höhenstraße,"1,257",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Höhenstraße&start=1,
OEFFHALTESTOGD.14634162,14634162,POINT (16.254619811840733 48.116000970015044),Perchtoldsdorf Höhenstraße,Perchtoldsdorf Höhenstraße,"1,257",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Höhenstraße&start=1,
OEFFHALTESTOGD.14634163,14634163,POINT (16.28876910887969 48.12347918619408),Perchtoldsdorf Rembrandtgasse,Perchtoldsdorf Rembrandtgasse,"257,260",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Rembrandtgasse&start=1,
OEFFHALTESTOGD.14634164,14634164,POINT (16.265278205924457 48.119545394241506),Perchtoldsdorf Marktplatz,Perchtoldsdorf Marktplatz,"1,2,206,212,255,256,257,258,259",,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Marktplatz&start=1,
OEFFHALTESTOGD.14634165,14634165,POINT (16.2652379121444 48.11954536939181),Perchtoldsdorf Marktplatz,Perchtoldsdorf Marktplatz,"1,2,206,212,255,256,257,258,259",,2,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Marktplatz&start=1,
OEFFHALTESTOGD.14634166,14634166,POINT (16.29229950891575 48.12384498504804),Perchtoldsdorf Brunner-Feld-Str.,Perchtoldsdorf Brunner-Feld-Str.,260,,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Brunner-Feld-Straße&start=1,
OEFFHALTESTOGD.14634167,14634167,POINT (16.292191709039553 48.12373108533353),Perchtoldsdorf Brunner-Feld-Str.,Perchtoldsdorf Brunner-Feld-Str.,260,,3,https://anachb.vor.at?P=SQ&input=Perchtoldsdorf%20Brunner-Feld-Straße&start=1,
